GHCN_ID,month,day,hour,MAM-TAVG-NORMAL,meas_flag_MAM-TAVG-NORMAL,comp_flag_MAM-TAVG-NORMAL,years_MAM-TAVG-NORMAL,MAM-TMIN-NORMAL,meas_flag_MAM-TMIN-NORMAL,comp_flag_MAM-TMIN-NORMAL,years_MAM-TMIN-NORMAL,MAM-TMAX-NORMAL,meas_flag_MAM-TMAX-NORMAL,comp_flag_MAM-TMAX-NORMAL,years_MAM-TMAX-NORMAL,MAM-DUTR-NORMAL,meas_flag_MAM-DUTR-NORMAL,comp_flag_MAM-DUTR-NORMAL,years_MAM-DUTR-NORMAL
USW00024044,99,99,99,    44.5, ,S,24,    29.6, ,S,24,    59.5, ,S,24,    29.9, ,S,24
USW00024046,99,99,99,    42.9, ,R,22,    27.2, ,R,22,    58.6, ,R,23,    31.4, ,R,22
USW00024048,99,99,99,    47.2, ,R,20,    33.9, ,R,21,    60.5, ,R,20,    26.7, ,R,20
USW00024057,99,99,99,    41.3, ,S,26,    28.3, ,S,27,    54.3, ,S,26,    26.0, ,S,26
USW00024061,99,99,99,    44.1, ,R,23,    30.8, ,R,23,    57.4, ,R,23,    26.6, ,R,23
USW00024062,99,99,99,    45.4, ,S,27,    30.6, ,S,27,    60.1, ,S,28,    29.5, ,S,27
USW00024088,99,99,99,    42.1, ,R,13,    30.2, ,R,13,    54.1, ,R,16,    23.9, ,R,13
USW00024089,99,99,99,    43.3, ,S,28,    29.4, ,S,28,    57.3, ,S,28,    28.0, ,S,28
USW00024090,99,99,99,    44.5, ,S,27,    31.8, ,S,27,    57.1, ,S,28,    25.2, ,S,27
USW00024091,99,99,99,    49.7, ,R,20,    35.6, ,R,20,    63.8, ,R,20,    28.2, ,R,20
USW00024110,99,99,99,    51.1, ,R,19,    38.1, ,R,21,    64.1, ,R,19,    26.0, ,R,19
USW00024119,99,99,99,    53.0, ,S,28,    36.8, ,S,28,    69.3, ,S,28,    32.4, ,S,28
USW00024120,99,99,99,    45.9, ,R,14,    29.6, ,R,21,    62.2, ,R,14,    32.6, ,R,14
USW00024121,99,99,99,    46.6, ,R,24,    32.2, ,S,24,    60.9, ,S,26,    28.7, ,R,24
USW00024126,99,99,99,    50.2, ,R,20,    39.6, ,R,20,    60.8, ,R,21,    21.2, ,R,20
USW00024127,99,99,99,    53.1, ,S,28,    42.8, ,S,28,    63.3, ,S,30,    20.4, ,S,28
USW00024128,99,99,99,    48.9, ,S,30,    32.8, ,S,30,    65.0, ,S,30,    32.2, ,S,30
USW00024130,99,99,99,    46.9, ,S,28,    32.5, ,S,28,    61.4, ,S,29,    28.9, ,S,28
USW00024131,99,99,99,    52.0, ,S,27,    40.6, ,S,27,    63.4, ,S,30,    22.7, ,S,27
USW00024132,99,99,99,    42.5, ,S,28,    29.4, ,S,28,    55.6, ,S,28,    26.2, ,S,28
USW00024133,99,99,99,    48.1, ,S,27,    35.7, ,S,27,    60.5, ,S,29,    24.8, ,S,27
USW00024135,99,99,99,    39.3, ,S,27,    26.7, ,S,27,    51.9, ,S,28,    25.2, ,S,27
USW00024137,99,99,99,    40.3, ,S,26,    28.2, ,S,27,    52.4, ,S,26,    24.2, ,S,26
USW00024138,99,99,99,    40.8, ,R,22,    28.2, ,S,25,    53.3, ,R,22,    25.1, ,R,22
USW00024139,99,99,99,    42.8, ,R,17,    27.7, ,R,17,    57.9, ,R,22,    30.3, ,R,17
USW00024141,99,99,99,    51.4, ,S,28,    39.3, ,S,28,    63.4, ,S,28,    24.1, ,S,28
USW00024143,99,99,99,    42.7, ,S,28,    30.1, ,S,28,    55.2, ,S,30,    25.1, ,S,28
USW00024144,99,99,99,    44.9, ,S,25,    32.8, ,S,25,    56.9, ,S,29,    24.0, ,S,25
USW00024145,99,99,99,    44.5, ,R,23,    31.7, ,R,23,    57.3, ,S,24,    25.6, ,R,23
USW00024149,99,99,99,    52.3, ,S,28,    41.5, ,S,28,    63.1, ,S,29,    21.7, ,S,28
USW00024150,99,99,99,    43.1, ,R,23,    30.6, ,R,23,    55.5, ,S,24,    24.9, ,R,23
USW00024151,99,99,99,    46.4, ,R,21,    32.8, ,R,21,    59.9, ,R,21,    27.2, ,R,21
USW00024152,99,99,99,    41.1, ,R,22,    29.3, ,R,22,    53.0, ,R,22,    23.7, ,R,22
USW00024153,99,99,99,    44.9, ,R,21,    33.0, ,R,21,    56.7, ,S,26,    23.7, ,R,21
USW00024154,99,99,99,    35.0, ,R,21,    28.5, ,R,23,    41.6, ,R,21,    13.1, ,R,21
USW00024155,99,99,99,    50.8, ,S,29,    39.0, ,S,29,    62.6, ,S,29,    23.6, ,S,29
USW00024156,99,99,99,    46.4, ,S,26,    33.5, ,S,26,    59.3, ,S,27,    25.8, ,S,26
USW00024157,99,99,99,    47.7, ,R,25,    37.8, ,S,25,    57.5, ,S,28,    19.7, ,R,25
USW00024159,99,99,99,    47.3, ,R,20,    33.1, ,R,20,    61.4, ,S,24,    28.3, ,R,20
USW00024160,99,99,99,    53.2, ,S,24,    43.2, ,S,25,    63.2, ,S,24,    20.0, ,S,24
USW00024162,99,99,99,    53.7, ,R,21,    40.4, ,R,21,    66.9, ,R,22,    26.5, ,R,21
USW00024163,99,99,99,    53.3, ,R,19,    39.3, ,R,21,    67.4, ,R,19,    28.1, ,R,19
USW00024164,99,99,99,    36.2, ,R,17,    20.8, ,R,19,    51.6, ,R,17,    30.8, ,R,17
USW00024172,99,99,99,    50.5, ,R,22,    34.6, ,R,22,    66.4, ,S,28,    31.7, ,R,22
USW00024193,99,99,99,    51.8, ,S,27,    41.1, ,S,27,    62.4, ,S,27,    21.3, ,S,27
USW00024213,99,99,99,    51.2, ,S,29,    44.8, ,S,29,    57.7, ,S,29,    12.9, ,S,29
USW00024215,99,99,99,    48.0, ,R,18,    35.9, ,R,22,    60.1, ,R,18,    24.1, ,R,18
USW00024216,99,99,99,    60.8, ,S,26,    48.5, ,S,28,    73.1, ,S,26,    24.6, ,S,26
USW00024217,99,99,99,    50.1, ,S,26,    42.0, ,S,28,    58.1, ,S,26,    16.1, ,S,26
USW00024219,99,99,99,    53.6, ,S,27,    42.3, ,S,28,    64.8, ,S,27,    22.5, ,S,27
USW00024220,99,99,99,    49.7, ,R,21,    37.5, ,R,22,    61.9, ,R,21,    24.5, ,R,21
USW00024221,99,99,99,    51.2, ,S,25,    40.4, ,S,25,    62.0, ,S,29,    21.6, ,S,25
USW00024222,99,99,99,    49.9, ,R,20,    43.1, ,R,22,    56.7, ,R,20,    13.7, ,R,20
USW00024225,99,99,99,    53.8, ,R,23,    41.7, ,S,26,    66.0, ,R,23,    24.3, ,R,23
USW00024227,99,99,99,    48.9, ,S,30,    38.3, ,S,30,    59.5, ,S,30,    21.2, ,S,30
USW00024229,99,99,99,    53.5, ,S,27,    44.3, ,S,27,    62.7, ,S,28,    18.4, ,S,27
USW00024230,99,99,99,    46.7, ,R,22,    32.1, ,S,25,    61.4, ,R,22,    29.3, ,R,22
USW00024231,99,99,99,    53.8, ,R,23,    43.3, ,R,23,    64.3, ,R,23,    21.0, ,R,23
USW00024232,99,99,99,    52.2, ,R,20,    41.9, ,R,20,    62.5, ,S,28,    20.6, ,R,20
USW00024233,99,99,99,    52.0, ,S,26,    44.0, ,S,26,    59.9, ,S,30,    15.9, ,S,26
USW00024234,99,99,99,    52.2, ,R,18,    44.1, ,R,18,    60.3, ,R,20,    16.3, ,R,18
USW00024235,99,99,99,    44.7, ,S,25,    36.4, ,S,25,    53.1, ,S,25,    16.6, ,S,25
USW00024237,99,99,99,    39.9, ,R,17,    33.4, ,R,17,    46.4, ,R,17,    13.1, ,R,17
USW00024241,99,99,99,    51.5, ,R,15,    41.6, ,R,15,    61.4, ,R,15,    19.8, ,R,15
USW00024242,99,99,99,    53.3, ,R,16,    44.1, ,R,19,    62.5, ,R,16,    18.4, ,R,16
USW00024243,99,99,99,    50.7, ,S,30,    36.3, ,S,30,    65.1, ,S,30,    28.8, ,S,30
USW00024255,99,99,99,    51.1, ,R,21,    43.8, ,R,21,    58.3, ,S,24,    14.5, ,R,21
USW00024257,99,99,99,    60.7, ,S,25,    48.2, ,S,25,    73.2, ,S,25,    25.0, ,S,25
USW00024259,99,99,99,    50.2, ,R,17,    35.2, ,R,17,    65.2, ,R,20,    30.0, ,R,17
USW00024283,99,99,99,    50.7, ,R,23,    43.4, ,R,23,    58.0, ,S,25,    14.6, ,R,23
USW00024284,99,99,99,    51.0, ,S,29,    44.6, ,S,29,    57.4, ,S,30,    12.8, ,S,29
USW00024285,99,99,99,    48.6, ,R,12,    42.1, ,R,12,    55.0, ,R,15,    12.9, ,R,12
USW00024286,99,99,99,    51.1, ,R,16,    44.8, ,R,20,    57.4, ,R,16,    12.6, ,R,16
USW00025308,99,99,99,    45.7, ,R,22,    39.3, ,R,22,    52.1, ,S,25,    12.8, ,R,22
USW00025309,99,99,99,    40.9, ,S,30,    33.3, ,S,30,    48.5, ,S,30,    15.2, ,S,30
USW00025322,99,99,99,    38.7, ,R,20,    29.1, ,R,20,    48.4, ,R,21,    19.3, ,R,20
USW00025323,99,99,99,    41.8, ,R,22,    34.4, ,R,22,    49.3, ,R,22,    14.9, ,R,22
USW00025325,99,99,99,    43.9, ,S,27,    37.6, ,S,27,    50.1, ,S,29,    12.5, ,S,27
USW00025329,99,99,99,    41.6, ,R,23,    35.5, ,R,23,    47.8, ,R,23,    12.3, ,R,23
USW00025331,99,99,99,    37.8, ,R,22,    28.6, ,R,22,    47.0, ,R,23,    18.4, ,R,22
USW00025333,99,99,99,    42.8, ,S,28,    37.6, ,S,28,    48.0, ,S,30,    10.4, ,S,28
USW00025335,99,99,99,    42.0, ,R,22,    35.3, ,R,22,    48.8, ,R,22,    13.6, ,R,22
USW00025339,99,99,99,    38.7, ,S,28,    30.6, ,S,28,    46.9, ,S,30,    16.3, ,S,28
USW00025367,99,99,99,    43.2, ,R,21,    35.9, ,R,22,    50.6, ,R,21,    14.7, ,R,21
USW00025379,99,99,99,    41.3, ,R,14,    34.3, ,R,14,    48.2, ,R,14,    13.9, ,R,14
USW00025380,99,99,99,    38.8, ,E, 8,    29.2, ,E, 8,    48.4, ,E, 8,    19.2, ,E, 8
USW00025381,99,99,99,    43.8, ,E, 8,    37.9, ,E, 8,    49.7, ,E, 8,    11.7, ,E, 8
USW00025382,99,99,99,    38.0, ,E, 4,    30.3, ,E, 4,    45.7, ,E, 4,    15.4, ,E, 4
USW00025501,99,99,99,    39.4, ,S,30,    33.7, ,S,30,    45.1, ,S,30,    11.4, ,S,30
USW00025503,99,99,99,    35.1, ,S,30,    26.3, ,S,30,    43.8, ,S,30,    17.5, ,S,30
USW00025506,99,99,99,    35.4, ,S,28,    27.5, ,S,28,    43.2, ,S,28,    15.8, ,S,28
USW00025507,99,99,99,    38.3, ,S,28,    30.9, ,S,30,    45.7, ,S,28,    14.8, ,S,28
USW00025516,99,99,99,    36.9, ,R,22,    30.5, ,R,22,    43.3, ,R,23,    12.9, ,R,22
USW00025522,99,99,99,    33.4, ,E, 7,    24.5, ,E, 7,    42.2, ,E, 7,    17.8, ,E, 7
USW00025624,99,99,99,    35.3, ,S,30,    29.9, ,S,30,    40.7, ,S,30,    10.8, ,S,30
USW00025628,99,99,99,    32.1, ,S,24,    28.1, ,S,24,    36.1, ,S,24,     8.0, ,S,24
USW00025630,99,99,99,    35.7, ,R,10,    31.4, ,R,10,    39.9, ,R,10,     8.5, ,R,10
USW00025711,99,99,99,    29.9, ,R,14,    25.7, ,R,14,    34.2, ,R,15,     8.5, ,R,14
USW00025713,99,99,99,    30.6, ,S,30,    26.4, ,S,30,    34.8, ,S,30,     8.4, ,S,30
USW00026409,99,99,99,    38.0, ,R,23,    29.5, ,R,23,    46.6, ,R,23,    17.2, ,R,23
USW00026410,99,99,99,    38.1, ,S,28,    29.7, ,S,28,    46.6, ,S,28,    16.9, ,S,28
USW00026411,99,99,99,    31.6, ,S,30,    19.0, ,S,30,    44.2, ,S,30,    25.2, ,S,30
USW00026412,99,99,99,    28.9, ,S,29,    14.3, ,S,29,    43.4, ,S,29,    29.1, ,S,29
USW00026415,99,99,99,    32.2, ,S,25,    21.8, ,S,25,    42.5, ,S,27,    20.7, ,S,25
USW00026422,99,99,99,    28.1, ,R,21,    12.9, ,R,22,    43.4, ,R,21,    30.6, ,R,21
USW00026425,99,99,99,    31.0, ,S,27,    18.5, ,S,29,    43.5, ,S,27,    25.0, ,S,27
USW00026435,99,99,99,    32.3, ,S,27,    20.6, ,S,28,    44.0, ,S,27,    23.4, ,S,27
USW00026438,99,99,99,    38.7, ,S,28,    32.1, ,S,29,    45.4, ,S,28,    13.3, ,S,28
USW00026442,99,99,99,    38.9, ,R,20,    31.6, ,R,20,    46.3, ,R,22,    14.7, ,R,20
USW00026451,99,99,99,    37.1, ,S,28,    29.5, ,S,30,    44.8, ,S,28,    15.3, ,S,28
USW00026491,99,99,99,    37.5, ,R,21,    29.3, ,R,21,    45.7, ,R,23,    16.4, ,R,21
USW00026492,99,99,99,    35.1, ,R,21,    27.6, ,R,21,    42.6, ,R,21,    15.0, ,R,21
USW00026494,99,99,99,    32.5, ,R,18,    23.9, ,R,18,    41.0, ,R,18,    17.1, ,R,18
USW00026502,99,99,99,    27.4, ,R,20,    16.3, ,R,21,    38.6, ,R,20,    22.3, ,R,20
USW00026510,99,99,99,    30.8, ,S,30,    19.6, ,S,30,    42.1, ,S,30,    22.5, ,S,30
USW00026514,99,99,99,    35.4, ,R,21,    24.1, ,R,21,    46.7, ,R,21,    22.7, ,R,21
USW00026523,99,99,99,    35.0, ,S,27,    26.2, ,S,27,    43.9, ,S,27,    17.7, ,S,27
USW00026528,99,99,99,    35.8, ,S,29,    25.0, ,S,30,    46.6, ,S,29,    21.7, ,S,29
USW00026529,99,99,99,    26.6, ,S,29,    14.2, ,S,29,    39.0, ,S,29,    24.8, ,S,29
USW00026533,99,99,99,    24.4, ,S,30,    12.7, ,S,30,    36.1, ,S,30,    23.3, ,S,30
USW00026562,99,99,99,    33.7, ,R,10,    22.4, ,R,10,    45.1, ,R,10,    22.7, ,R,10
USW00026563,99,99,99,    34.5, ,R,10,    23.1, ,R,10,    45.8, ,R,10,    22.6, ,R,10
USW00026615,99,99,99,    28.9, ,S,30,    20.8, ,S,30,    37.0, ,S,30,    16.2, ,S,30
USW00026616,99,99,99,    17.0, ,S,29,    10.0, ,S,29,    24.0, ,S,29,    14.0, ,S,29
USW00026617,99,99,99,    23.2, ,S,30,    16.1, ,S,30,    30.2, ,S,30,    14.1, ,S,30
USW00026642,99,99,99,    15.9, ,R,20,     8.1, ,R,20,    23.7, ,R,20,    15.6, ,R,20
USW00026643,99,99,99,    15.8, ,R,20,     8.1, ,R,20,    23.5, ,R,20,    15.4, ,R,20
USW00027406,99,99,99,     4.2, ,R,21,    -2.3, ,R,21,    10.7, ,R,21,    13.0, ,R,21
USW00027502,99,99,99,     5.4, ,S,30,    -0.4, ,S,30,    11.2, ,S,30,    11.6, ,S,30
USW00027503,99,99,99,     5.8, ,R,19,    -0.6, ,R,19,    12.1, ,R,19,    12.6, ,R,19
USW00027515,99,99,99,     4.1, ,R,22,    -2.6, ,R,22,    10.7, ,R,22,    13.3, ,R,22
USW00027516,99,99,99,     4.1, ,R,18,    -1.9, ,R,18,    10.0, ,R,18,    12.0, ,R,18
USW00053119,99,99,99,    62.5, ,R,19,    48.2, ,R,19,    76.9, ,R,21,    28.8, ,R,19
USW00053120,99,99,99,    57.7, ,R,21,    43.8, ,R,21,    71.6, ,R,22,    27.8, ,R,21
USW00053121,99,99,99,    58.9, ,R,14,    49.4, ,R,14,    68.3, ,R,19,    18.9, ,R,14
USW00053123,99,99,99,    67.3, ,R,18,    55.9, ,R,19,    78.7, ,R,18,    22.8, ,R,18
USW00053131,99,99,99,    67.9, ,R,18,    53.2, ,R,18,    82.6, ,R,18,    29.4, ,R,18
USW00053132,99,99,99,    58.0, ,R,18,    41.0, ,R,18,    75.1, ,R,18,    34.2, ,R,18
USW00053136,99,99,99,    60.8, ,R,16,    47.5, ,R,16,    74.2, ,R,16,    26.7, ,R,16
USW00053138,99,99,99,    45.5, ,R,15,    34.6, ,R,15,    56.5, ,R,15,    21.9, ,R,15
USW00053139,99,99,99,    76.7, ,R,16,    64.7, ,R,16,    88.6, ,R,16,    23.8, ,R,16
USW00053146,99,99,99,    61.4, ,E,10,    45.8, ,E,10,    77.1, ,E,10,    31.3, ,E,10
USW00053149,99,99,99,    50.0, ,R,13,    38.7, ,R,13,    61.2, ,R,13,    22.5, ,R,13
USW00053150,99,99,99,    43.6, ,R,13,    36.8, ,R,13,    50.4, ,R,13,    13.6, ,R,13
USW00053151,99,99,99,    61.5, ,R,12,    50.5, ,R,12,    72.5, ,R,12,    22.0, ,R,12
USW00053152,99,99,99,    57.1, ,R,12,    48.4, ,R,12,    65.9, ,R,12,    17.5, ,R,12
USW00053154,99,99,99,    71.0, ,R,12,    56.2, ,R,12,    85.7, ,R,12,    29.6, ,R,12
USW00053155,99,99,99,    49.7, ,R,12,    34.5, ,R,12,    64.9, ,R,12,    30.4, ,R,12
USW00053182,99,99,99,    55.2, ,E, 9,    39.9, ,E, 9,    70.5, ,E, 9,    30.6, ,E, 9
USW00053802,99,99,99,    53.4, ,R,21,    43.4, ,R,23,    63.4, ,R,21,    20.0, ,R,21
USW00053819,99,99,99,    62.7, ,R,18,    50.1, ,R,18,    75.3, ,S,24,    25.2, ,R,18
USW00053820,99,99,99,    67.0, ,R,20,    53.9, ,R,21,    80.1, ,R,20,    26.2, ,R,20
USW00053838,99,99,99,    60.8, ,R,21,    50.3, ,R,21,    71.3, ,S,24,    20.9, ,R,21
USW00053841,99,99,99,    56.1, ,R,23,    44.8, ,R,23,    67.5, ,R,23,    22.7, ,R,23
USW00053842,99,99,99,    53.3, ,S,24,    43.3, ,S,24,    63.3, ,S,24,    20.0, ,S,24
USW00053843,99,99,99,    68.7, ,R,11,    56.3, ,R,11,    81.0, ,R,11,    24.7, ,R,11
USW00053844,99,99,99,    51.8, ,R,22,    40.3, ,R,22,    63.4, ,R,23,    23.1, ,R,22
USW00053847,99,99,99,    68.5, ,R,10,    56.9, ,R,10,    80.0, ,R,10,    23.1, ,R,10
USW00053848,99,99,99,    67.7, ,E,10,    56.6, ,E,10,    78.8, ,E,10,    22.2, ,E,10
USW00053850,99,99,99,    61.0, ,R,15,    50.3, ,R,20,    71.6, ,R,15,    21.3, ,R,15
USW00053852,99,99,99,    61.4, ,R,23,    50.3, ,R,23,    72.5, ,R,23,    22.2, ,R,23
USW00053853,99,99,99,    68.7, ,R,19,    60.6, ,R,22,    76.8, ,R,19,    16.2, ,R,19
USW00053854,99,99,99,    64.6, ,R,23,    52.8, ,R,23,    76.3, ,R,23,    23.5, ,R,23
USW00053855,99,99,99,    53.5, ,R,21,    41.7, ,R,21,    65.3, ,R,23,    23.6, ,R,21
USW00053858,99,99,99,    67.2, ,R,18,    56.2, ,R,23,    78.1, ,R,18,    21.8, ,R,18
USW00053859,99,99,99,    53.5, ,R,20,    42.8, ,R,20,    64.2, ,R,21,    21.4, ,R,20
USW00053860,99,99,99,    68.4, ,R,18,    58.2, ,R,19,    78.7, ,R,18,    20.5, ,R,18
USW00053862,99,99,99,    68.2, ,R,13,    55.5, ,R,13,    80.9, ,R,14,    25.4, ,R,13
USW00053863,99,99,99,    61.2, ,R,20,    50.0, ,R,20,    72.5, ,R,22,    22.5, ,R,20
USW00053864,99,99,99,    64.2, ,R,21,    53.2, ,R,21,    75.3, ,S,24,    22.1, ,R,21
USW00053865,99,99,99,    67.4, ,S,25,    56.6, ,S,26,    78.2, ,S,25,    21.6, ,S,25
USW00053866,99,99,99,    54.3, ,R,21,    44.0, ,R,22,    64.6, ,R,21,    20.7, ,R,21
USW00053867,99,99,99,    65.2, ,R,19,    53.7, ,R,19,    76.7, ,R,21,    23.0, ,R,19
USW00053868,99,99,99,    59.8, ,R,22,    48.2, ,R,22,    71.3, ,R,22,    23.1, ,R,22
USW00053869,99,99,99,    61.2, ,R,21,    51.2, ,R,22,    71.3, ,R,21,    20.2, ,R,21
USW00053870,99,99,99,    61.7, ,R,21,    50.1, ,R,21,    73.3, ,R,22,    23.2, ,R,21
USW00053871,99,99,99,    60.6, ,R,20,    48.4, ,R,20,    72.7, ,R,22,    24.2, ,R,20
USW00053872,99,99,99,    60.8, ,R,22,    49.0, ,R,22,    72.6, ,R,22,    23.6, ,R,22
USW00053873,99,99,99,    60.3, ,R,19,    47.7, ,R,19,    73.0, ,R,19,    25.2, ,R,19
USW00053874,99,99,99,    60.8, ,R,14,    48.7, ,R,14,    73.0, ,R,19,    24.3, ,R,14
USW00053877,99,99,99,    54.2, ,R,19,    41.3, ,R,19,    67.2, ,R,19,    25.9, ,R,19
USW00053878,99,99,99,    54.7, ,R,19,    42.8, ,R,19,    66.6, ,R,19,    23.8, ,R,19
USW00053879,99,99,99,    55.4, ,R,18,    45.6, ,R,18,    65.2, ,R,18,    19.7, ,R,18
USW00053901,99,99,99,    56.8, ,R,22,    45.5, ,R,22,    68.1, ,S,24,    22.6, ,R,22
USW00053902,99,99,99,    67.6, ,R,23,    56.0, ,R,23,    79.3, ,R,23,    23.3, ,R,23
USW00053903,99,99,99,    68.6, ,R,21,    58.4, ,R,21,    78.9, ,R,21,    20.6, ,R,21
USW00053904,99,99,99,    56.2, ,R,22,    45.1, ,R,22,    67.3, ,R,22,    22.2, ,R,22
USW00053905,99,99,99,    67.2, ,R,23,    57.0, ,R,23,    77.5, ,R,23,    20.6, ,R,23
USW00053907,99,99,99,    66.2, ,R,18,    55.7, ,R,18,    76.8, ,R,18,    21.1, ,R,18
USW00053908,99,99,99,    61.2, ,R,20,    50.0, ,R,20,    72.5, ,R,23,    22.5, ,R,20
USW00053909,99,99,99,    66.1, ,R,19,    55.7, ,R,19,    76.6, ,R,21,    20.9, ,R,19
USW00053910,99,99,99,    69.9, ,R,17,    59.7, ,R,17,    80.0, ,R,23,    20.3, ,R,17
USW00053911,99,99,99,    65.6, ,R,17,    54.6, ,R,18,    76.7, ,R,17,    22.0, ,R,17
USW00053912,99,99,99,    66.4, ,R,22,    55.8, ,R,22,    76.9, ,R,23,    21.2, ,R,22
USW00053913,99,99,99,    60.3, ,R,22,    49.0, ,R,22,    71.5, ,R,22,    22.5, ,R,22
USW00053914,99,99,99,    64.3, ,R,21,    53.6, ,R,21,    75.0, ,R,21,    21.4, ,R,21
USW00053915,99,99,99,    69.3, ,R,19,    59.3, ,R,21,    79.2, ,R,19,    20.0, ,R,19
USW00053916,99,99,99,    53.9, ,R,22,    43.0, ,R,22,    64.8, ,R,22,    21.8, ,R,22
USW00053917,99,99,99,    70.8, ,R,20,    63.7, ,R,20,    77.9, ,S,24,    14.2, ,R,20
USW00053918,99,99,99,    58.7, ,R,20,    47.6, ,R,20,    69.7, ,R,20,    22.1, ,R,20
USW00053919,99,99,99,    63.8, ,S,26,    53.1, ,S,27,    74.6, ,S,26,    21.5, ,S,26
USW00053920,99,99,99,    61.1, ,R,21,    49.6, ,R,21,    72.5, ,R,22,    22.8, ,R,21
USW00053921,99,99,99,    61.4, ,R,20,    49.6, ,R,20,    73.2, ,R,21,    23.6, ,R,20
USW00053922,99,99,99,    58.0, ,R,16,    46.5, ,R,16,    69.6, ,R,20,    23.1, ,R,16
USW00053925,99,99,99,    62.6, ,R,18,    50.6, ,R,18,    74.6, ,R,18,    23.9, ,R,18
USW00053926,99,99,99,    59.6, ,R,18,    47.7, ,R,18,    71.5, ,R,18,    23.8, ,R,18
USW00053927,99,99,99,    58.5, ,R,18,    46.1, ,R,18,    70.9, ,R,18,    24.8, ,R,18
USW00053959,99,99,99,    62.6, ,R,18,    52.5, ,R,18,    72.7, ,R,18,    20.2, ,R,18
USW00053960,99,99,99,    67.9, ,R,18,    58.1, ,R,18,    77.7, ,R,18,    19.5, ,R,18
USW00053961,99,99,99,    63.3, ,R,18,    51.1, ,R,18,    75.6, ,R,18,    24.5, ,R,18
USW00053968,99,99,99,    66.1, ,R,17,    55.4, ,R,17,    76.8, ,R,17,    21.4, ,R,17
USW00053974,99,99,99,    54.8, ,R,17,    43.0, ,R,17,    66.6, ,R,17,    23.6, ,R,17
USW00053988,99,99,99,    67.6, ,E, 8,    56.6, ,E,11,    78.6, ,E, 8,    22.0, ,E, 8
USW00054704,99,99,99,    49.6, ,R,19,    38.8, ,R,19,    60.4, ,R,20,    21.7, ,R,19
USW00054728,99,99,99,    40.8, ,R,21,    28.1, ,R,21,    53.5, ,R,22,    25.5, ,R,21
USW00054733,99,99,99,    46.7, ,R,21,    37.3, ,R,22,    56.1, ,R,21,    18.8, ,R,21
USW00054734,99,99,99,    47.5, ,R,17,    36.7, ,R,17,    58.2, ,R,20,    21.5, ,R,17
USW00054737,99,99,99,    51.6, ,R,17,    40.3, ,R,17,    62.9, ,R,21,    22.6, ,R,17
USW00054740,99,99,99,    43.6, ,R,22,    32.0, ,S,24,    55.2, ,R,22,    23.2, ,R,22
USW00054742,99,99,99,    42.2, ,R,21,    31.2, ,R,21,    53.2, ,R,22,    22.0, ,R,21
USW00054743,99,99,99,    51.1, ,R,17,    41.1, ,R,19,    61.1, ,R,17,    20.1, ,R,17
USW00054756,99,99,99,    46.4, ,R,23,    34.7, ,R,23,    58.0, ,R,23,    23.3, ,R,23
USW00054757,99,99,99,    44.5, ,R,17,    35.5, ,R,17,    53.6, ,R,19,    18.1, ,R,17
USW00054767,99,99,99,    47.8, ,S,24,    36.9, ,S,24,    58.7, ,S,24,    21.9, ,S,24
USW00054768,99,99,99,    45.0, ,R,23,    33.6, ,R,23,    56.4, ,S,24,    22.7, ,R,23
USW00054769,99,99,99,    46.5, ,R,20,    36.3, ,R,20,    56.6, ,R,20,    20.3, ,R,20
USW00054770,99,99,99,    44.0, ,R,21,    33.3, ,R,21,    54.7, ,R,22,    21.4, ,R,21
USW00054771,99,99,99,    40.5, ,R,22,    28.7, ,S,24,    52.4, ,R,22,    23.7, ,R,22
USW00054772,99,99,99,    42.8, ,S,24,    30.2, ,S,24,    55.3, ,S,24,    25.2, ,S,24
USW00054773,99,99,99,    44.7, ,R,23,    35.1, ,R,23,    54.3, ,R,23,    19.2, ,R,23
USW00054777,99,99,99,    47.7, ,R,19,    36.3, ,R,19,    59.2, ,R,23,    22.8, ,R,19
USW00054778,99,99,99,    46.0, ,R,23,    36.0, ,R,23,    56.1, ,R,23,    20.1, ,R,23
USW00054779,99,99,99,    48.9, ,R,18,    38.0, ,R,18,    59.9, ,R,18,    21.9, ,R,18
USW00054780,99,99,99,    48.2, ,R,20,    41.4, ,R,21,    55.1, ,R,20,    13.7, ,R,20
USW00054781,99,99,99,    45.1, ,R,21,    33.8, ,R,21,    56.4, ,R,22,    22.6, ,R,21
USW00054782,99,99,99,    50.3, ,R,19,    40.1, ,R,19,    60.5, ,R,19,    20.4, ,R,19
USW00054785,99,99,99,    50.6, ,R,19,    38.9, ,R,19,    62.3, ,R,20,    23.4, ,R,19
USW00054786,99,99,99,    51.4, ,R,19,    41.1, ,R,19,    61.8, ,R,19,    20.7, ,R,19
USW00054787,99,99,99,    50.1, ,R,20,    42.0, ,R,20,    58.2, ,R,20,    16.2, ,R,20
USW00054788,99,99,99,    48.6, ,R,19,    37.9, ,R,19,    59.2, ,R,20,    21.3, ,R,19
USW00054789,99,99,99,    44.0, ,R,19,    34.3, ,R,20,    53.8, ,R,19,    19.4, ,R,19
USW00054790,99,99,99,    48.8, ,R,19,    40.0, ,R,20,    57.6, ,R,19,    17.6, ,R,19
USW00054791,99,99,99,    45.3, ,R,18,    34.7, ,R,21,    55.8, ,R,18,    21.1, ,R,18
