GHCN_ID,month,day,hour,MAM-TAVG-NORMAL,meas_flag_MAM-TAVG-NORMAL,comp_flag_MAM-TAVG-NORMAL,years_MAM-TAVG-NORMAL,MAM-TMIN-NORMAL,meas_flag_MAM-TMIN-NORMAL,comp_flag_MAM-TMIN-NORMAL,years_MAM-TMIN-NORMAL,MAM-TMAX-NORMAL,meas_flag_MAM-TMAX-NORMAL,comp_flag_MAM-TMAX-NORMAL,years_MAM-TMAX-NORMAL,MAM-DUTR-NORMAL,meas_flag_MAM-DUTR-NORMAL,comp_flag_MAM-DUTR-NORMAL,years_MAM-DUTR-NORMAL
USC00204257,99,99,99,    40.2, ,S,30,    28.9, ,S,30,    51.6, ,S,30,    22.6, ,S,30
USC00204258,99,99,99,    39.7, ,R,14,    28.0, ,R,14,    51.3, ,R,14,    23.3, ,R,14
USC00204320,99,99,99,    45.1, ,E, 6,    32.7, ,E, 6,    57.4, ,E, 7,    24.8, ,E, 6
USC00204425,99,99,99,    39.2, ,E, 6,    29.3, ,E, 6,    49.1, ,E, 6,    19.8, ,E, 6
USC00204502,99,99,99,    41.3, ,S,28,    29.2, ,S,28,    53.3, ,S,29,    24.2, ,S,28
USC00204655,99,99,99,    45.1, ,S,26,    34.0, ,S,26,    56.2, ,S,26,    22.1, ,S,26
USC00204659,99,99,99,    46.3, ,R,12,    35.5, ,R,12,    57.1, ,R,12,    21.6, ,R,12
USC00204793,99,99,99,    44.8, ,R,15,    34.5, ,R,15,    55.1, ,R,15,    20.6, ,R,15
USC00204808,99,99,99,    42.8, ,R,18,    34.1, ,R,19,    51.5, ,R,18,    17.4, ,R,18
USC00204954,99,99,99,    43.7, ,R,14,    33.4, ,R,14,    54.1, ,R,19,    20.6, ,R,14
USC00204967,99,99,99,    41.6, ,R,22,    28.8, ,R,22,    54.3, ,R,23,    25.5, ,R,22
USC00205050,99,99,99,    46.8, ,R,15,    35.7, ,R,15,    57.9, ,R,17,    22.2, ,R,15
USC00205065,99,99,99,    44.8, ,S,26,    34.9, ,S,27,    54.7, ,S,26,    19.7, ,S,26
USC00205073,99,99,99,    37.8, ,S,30,    29.8, ,S,30,    45.8, ,S,30,    16.0, ,S,30
USC00205097,99,99,99,    42.5, ,S,26,    31.5, ,S,26,    53.5, ,S,26,    22.0, ,S,26
USC00205434,99,99,99,    45.9, ,S,26,    36.3, ,S,26,    55.6, ,S,26,    19.3, ,S,26
USC00205450,99,99,99,    48.0, ,R,15,    36.4, ,R,15,    59.5, ,R,15,    23.0, ,R,15
USC00205451,99,99,99,    47.3, ,R,12,    37.1, ,R,12,    57.5, ,R,14,    20.4, ,R,12
USC00205452,99,99,99,    46.1, ,S,25,    34.9, ,S,25,    57.3, ,S,27,    22.4, ,S,25
USC00205531,99,99,99,    42.2, ,R,15,    30.1, ,R,15,    54.3, ,R,15,    24.2, ,R,15
USC00205533,99,99,99,    42.1, ,R,12,    29.7, ,R,14,    54.5, ,R,12,    24.8, ,R,12
USC00205563,99,99,99,    47.7, ,R,10,    37.9, ,R,10,    57.4, ,R,11,    19.4, ,R,10
USC00205567,99,99,99,    44.4, ,S,27,    34.3, ,S,27,    54.6, ,S,28,    20.4, ,S,27
USC00205591,99,99,99,    38.3, ,R,17,    27.3, ,R,17,    49.2, ,R,17,    21.8, ,R,17
USC00205603,99,99,99,    47.0, ,R,15,    34.4, ,R,15,    59.5, ,R,15,    25.2, ,R,15
USC00205662,99,99,99,    45.3, ,R,21,    34.4, ,R,21,    56.1, ,R,22,    21.7, ,R,21
USC00205690,99,99,99,    37.2, ,S,26,    28.9, ,S,26,    45.5, ,S,27,    16.7, ,S,26
USC00205816,99,99,99,    38.7, ,R,17,    28.8, ,R,17,    48.7, ,R,17,    19.8, ,R,17
USC00205822,99,99,99,    46.5, ,R,15,    37.3, ,R,15,    55.8, ,R,15,    18.5, ,R,15
USC00205892,99,99,99,    49.0, ,R,11,    38.5, ,R,11,    59.4, ,R,11,    20.9, ,R,11
USC00206007,99,99,99,    41.3, ,R,16,    32.6, ,R,16,    49.9, ,R,19,    17.3, ,R,16
USC00206012,99,99,99,    43.0, ,R,23,    34.8, ,R,23,    51.3, ,R,23,    16.6, ,R,23
USC00206013,99,99,99,    46.6, ,E, 4,    36.2, ,E, 4,    57.0, ,E, 4,    20.8, ,E, 4
USC00206080,99,99,99,    43.3, ,E, 8,    31.4, ,E, 8,    55.2, ,E, 9,    23.8, ,E, 8
USC00206158,99,99,99,    42.4, ,R,13,    32.0, ,R,13,    52.9, ,R,15,    20.8, ,R,13
USC00206184,99,99,99,    41.8, ,S,26,    29.9, ,S,26,    53.7, ,S,28,    23.7, ,S,26
USC00206220,99,99,99,    41.2, ,R,20,    29.6, ,R,20,    52.8, ,R,23,    23.2, ,R,20
USC00206300,99,99,99,    45.5, ,S,26,    34.8, ,S,26,    56.2, ,S,29,    21.3, ,S,26
USC00206354,99,99,99,    36.5, ,E, 4,    26.3, ,E, 4,    46.7, ,E, 4,    20.4, ,E, 4
USC00206398,99,99,99,    37.3, ,E, 6,    24.9, ,E, 6,    49.7, ,E, 6,    24.9, ,E, 6
USC00206442,99,99,99,    39.0, ,R,12,    27.0, ,R,12,    51.0, ,R,12,    24.0, ,R,12
USC00206507,99,99,99,    40.0, ,S,28,    31.5, ,S,28,    48.5, ,S,30,    17.0, ,S,28
USC00206510,99,99,99,    39.9, ,R,13,    29.9, ,R,13,    49.8, ,R,13,    19.9, ,R,13
USC00206583,99,99,99,    39.0, ,R,10,    26.6, ,R,10,    51.4, ,R,10,    24.8, ,R,10
USC00206658,99,99,99,    47.1, ,R,14,    37.2, ,R,15,    57.1, ,R,14,    19.9, ,R,14
USC00206662,99,99,99,    42.1, ,E,10,    33.4, ,R,10,    50.8, ,R,13,    17.4, ,E,10
USC00206663,99,99,99,    41.3, ,R,15,    33.8, ,R,15,    48.8, ,R,15,    15.0, ,R,15
USC00206680,99,99,99,    46.4, ,S,27,    38.4, ,S,27,    54.4, ,S,29,    16.0, ,S,27
USC00206840,99,99,99,    39.2, ,E, 4,    27.8, ,E, 4,    50.5, ,E, 4,    22.7, ,E, 4
USC00206982,99,99,99,    45.8, ,R,16,    35.9, ,R,16,    55.6, ,R,16,    19.7, ,R,16
USC00207094,99,99,99,    40.7, ,R,19,    30.4, ,R,19,    51.1, ,R,19,    20.6, ,R,19
USC00207188,99,99,99,    36.4, ,E, 7,    24.3, ,E, 7,    48.4, ,E, 7,    24.1, ,E, 7
USC00207190,99,99,99,    40.2, ,R,13,    28.2, ,R,13,    52.2, ,R,16,    24.0, ,R,13
USC00207222,99,99,99,    46.1, ,R,17,    35.9, ,R,17,    56.2, ,R,19,    20.3, ,R,17
USC00207274,99,99,99,    39.7, ,R,16,    31.0, ,R,18,    48.4, ,R,16,    17.4, ,R,16
USC00207275,99,99,99,    38.0, ,E, 8,    29.1, ,E, 8,    46.9, ,E, 8,    17.8, ,E, 8
USC00207277,99,99,99,    40.6, ,S,27,    31.5, ,S,28,    49.6, ,S,27,    18.1, ,S,27
USC00207280,99,99,99,    46.8, ,R,22,    36.9, ,R,22,    56.6, ,S,24,    19.7, ,R,22
USC00207308,99,99,99,    46.4, ,R,14,    34.3, ,R,14,    58.6, ,R,14,    24.3, ,R,14
USC00207312,99,99,99,    46.7, ,R,15,    35.4, ,R,15,    58.0, ,R,16,    22.6, ,R,15
USC00207350,99,99,99,    43.9, ,R,18,    34.1, ,R,18,    53.7, ,R,22,    19.6, ,R,18
USC00207364,99,99,99,    37.2, ,R,20,    26.5, ,R,20,    47.9, ,R,22,    21.4, ,R,20
USC00207684,99,99,99,    42.1, ,R,12,    30.2, ,R,13,    54.0, ,R,12,    23.8, ,R,12
USC00207690,99,99,99,    47.9, ,R,17,    39.5, ,R,17,    56.2, ,R,20,    16.7, ,R,17
USC00207812,99,99,99,    36.9, ,S,27,    23.6, ,S,27,    50.2, ,S,27,    26.6, ,S,27
USC00207820,99,99,99,    43.2, ,S,25,    33.4, ,S,25,    53.1, ,S,25,    19.7, ,S,25
USC00207867,99,99,99,    41.2, ,R,14,    28.4, ,R,14,    54.0, ,R,16,    25.7, ,R,14
USC00208043,99,99,99,    36.2, ,S,29,    24.3, ,S,29,    48.1, ,S,29,    23.7, ,S,29
USC00208080,99,99,99,    46.7, ,R,12,    34.4, ,R,12,    59.0, ,R,17,    24.6, ,R,12
USC00208184,99,99,99,    47.0, ,S,27,    36.5, ,S,27,    57.4, ,S,29,    20.9, ,S,27
USC00208202,99,99,99,    45.8, ,R,10,    33.8, ,R,10,    57.8, ,R,12,    24.0, ,R,10
USC00208249,99,99,99,    41.7, ,R,18,    31.2, ,R,18,    52.1, ,R,19,    20.9, ,R,18
USC00208293,99,99,99,    39.7, ,R,21,    28.3, ,R,21,    51.0, ,S,24,    22.7, ,R,21
USC00208417,99,99,99,    39.0, ,S,26,    25.5, ,S,26,    52.6, ,S,27,    27.1, ,S,26
USC00208443,99,99,99,    44.0, ,R,14,    31.9, ,R,14,    56.1, ,R,14,    24.2, ,R,14
USC00208706,99,99,99,    38.3, ,R,13,    26.6, ,R,13,    49.9, ,R,13,    23.2, ,R,13
USC00208774,99,99,99,    41.9, ,R,13,    29.0, ,R,13,    54.8, ,R,13,    25.8, ,R,13
USC00208800,99,99,99,    42.2, ,S,27,    30.4, ,S,27,    53.9, ,S,28,    23.4, ,S,27
USC00208920,99,99,99,    36.9, ,R,17,    28.2, ,R,17,    45.7, ,R,21,    17.5, ,R,17
USC00208941,99,99,99,    44.1, ,R,19,    33.7, ,R,19,    54.6, ,R,19,    20.9, ,R,19
USC00208972,99,99,99,    45.3, ,R,12,    34.1, ,R,12,    56.5, ,R,13,    22.4, ,R,12
USC00209188,99,99,99,    42.7, ,R,13,    31.3, ,R,13,    54.0, ,R,14,    22.7, ,R,13
USC00210018,99,99,99,    40.0, ,R,22,    28.4, ,R,23,    51.6, ,R,22,    23.2, ,R,22
USC00210050,99,99,99,    41.0, ,R,14,    30.0, ,R,14,    52.0, ,R,17,    21.9, ,R,14
USC00210059,99,99,99,    39.7, ,R,16,    28.2, ,R,16,    51.2, ,R,18,    23.0, ,R,16
USC00210075,99,99,99,    44.9, ,S,29,    35.5, ,S,29,    54.3, ,S,29,    18.8, ,S,29
USC00210157,99,99,99,    47.3, ,R,20,    36.4, ,S,24,    58.2, ,R,20,    21.8, ,R,20
USC00210190,99,99,99,    43.3, ,R,13,    31.7, ,R,13,    54.9, ,R,13,    23.1, ,R,13
USC00210252,99,99,99,    39.4, ,S,27,    27.1, ,S,29,    51.8, ,S,27,    24.7, ,S,27
USC00210287,99,99,99,    44.6, ,S,29,    33.7, ,S,29,    55.5, ,S,29,    21.8, ,S,29
USC00210355,99,99,99,    44.5, ,S,29,    35.1, ,S,29,    53.9, ,S,29,    18.8, ,S,29
USC00210387,99,99,99,    36.3, ,R,18,    24.3, ,R,18,    48.3, ,R,18,    23.9, ,R,18
USC00210515,99,99,99,    40.0, ,R,19,    27.9, ,R,19,    52.1, ,R,19,    24.2, ,R,19
USC00210667,99,99,99,    43.5, ,S,28,    32.2, ,S,28,    54.7, ,S,29,    22.5, ,S,28
USC00210746,99,99,99,    38.1, ,R,14,    26.2, ,R,14,    50.0, ,S,25,    23.9, ,R,14
USC00210809,99,99,99,    37.6, ,R,19,    24.1, ,R,19,    51.1, ,R,21,    27.0, ,R,19
USC00210939,99,99,99,    40.7, ,S,28,    28.8, ,S,28,    52.7, ,S,28,    23.9, ,S,28
USC00210974,99,99,99,    41.9, ,E, 9,    30.8, ,E, 9,    53.0, ,E, 9,    22.2, ,E, 9
USC00210989,99,99,99,    36.2, ,S,27,    23.6, ,S,27,    48.9, ,S,27,    25.3, ,S,27
USC00211063,99,99,99,    42.5, ,S,26,    30.2, ,S,26,    54.7, ,S,26,    24.5, ,S,26
USC00211065,99,99,99,    43.5, ,R,15,    33.5, ,R,15,    53.5, ,R,15,    20.0, ,R,15
USC00211074,99,99,99,    40.0, ,S,27,    28.8, ,S,27,    51.2, ,S,28,    22.4, ,S,27
USC00211107,99,99,99,    43.8, ,R,19,    34.0, ,R,19,    53.6, ,R,19,    19.5, ,R,19
USC00211174,99,99,99,    43.0, ,R,18,    31.7, ,R,20,    54.3, ,R,18,    22.6, ,R,18
USC00211198,99,99,99,    45.0, ,S,27,    35.1, ,S,27,    54.9, ,S,29,    19.8, ,S,27
USC00211227,99,99,99,    44.1, ,R,16,    33.1, ,R,19,    55.1, ,R,16,    22.0, ,R,16
USC00211250,99,99,99,    37.0, ,R,17,    25.3, ,R,19,    48.8, ,R,17,    23.5, ,R,17
USC00211263,99,99,99,    43.8, ,S,28,    33.5, ,S,28,    54.1, ,S,28,    20.6, ,S,28
USC00211374,99,99,99,    39.8, ,S,28,    28.6, ,S,28,    51.0, ,S,28,    22.4, ,S,28
USC00211390,99,99,99,    44.9, ,R,15,    34.3, ,R,15,    55.6, ,R,15,    21.3, ,R,15
USC00211422,99,99,99,    37.1, ,E, 5,    24.2, ,E, 5,    50.0, ,E, 5,    25.9, ,E, 5
USC00211448,99,99,99,    44.4, ,R,22,    34.4, ,S,24,    54.4, ,R,22,    20.0, ,R,22
USC00211468,99,99,99,    43.4, ,R,10,    32.2, ,R,10,    54.6, ,R,13,    22.4, ,R,10
USC00211630,99,99,99,    39.0, ,S,27,    27.5, ,S,27,    50.5, ,S,27,    23.0, ,S,27
USC00211691,99,99,99,    43.2, ,S,29,    33.1, ,S,30,    53.4, ,S,29,    20.3, ,S,29
USC00211771,99,99,99,    37.2, ,R,18,    25.9, ,R,18,    48.4, ,R,18,    22.5, ,R,18
USC00211840,99,99,99,    37.6, ,R,12,    24.9, ,R,12,    50.3, ,R,12,    25.4, ,R,12
USC00211891,99,99,99,    39.9, ,S,28,    29.3, ,S,28,    50.6, ,S,28,    21.3, ,S,28
USC00212023,99,99,99,    43.7, ,R,14,    33.4, ,R,14,    54.1, ,R,14,    20.7, ,R,14
USC00212050,99,99,99,    41.8, ,R,14,    31.2, ,R,14,    52.3, ,R,17,    21.1, ,R,14
USC00212088,99,99,99,    44.0, ,R,15,    33.4, ,R,16,    54.6, ,R,15,    21.1, ,R,15
USC00212142,99,99,99,    40.1, ,R,19,    29.0, ,R,19,    51.3, ,R,21,    22.3, ,R,19
USC00212146,99,99,99,    39.8, ,R,10,    30.1, ,R,10,    49.4, ,R,10,    19.2, ,R,10
USC00212246,99,99,99,    37.7, ,R,13,    30.1, ,R,13,    45.4, ,R,13,    15.3, ,R,13
USC00212250,99,99,99,    38.9, ,E, 8,    28.7, ,E, 8,    49.1, ,E, 8,    20.5, ,E, 8
USC00212500,99,99,99,    43.4, ,R,13,    31.6, ,R,14,    55.2, ,R,13,    23.6, ,R,13
USC00212543,99,99,99,    37.6, ,R,11,    24.6, ,R,11,    50.7, ,R,12,    26.1, ,R,11
USC00212555,99,99,99,    35.7, ,R,17,    23.7, ,R,17,    47.6, ,R,18,    23.9, ,R,17
USC00212561,99,99,99,    38.2, ,E, 7,    27.3, ,E, 7,    49.1, ,E, 7,    21.9, ,E, 7
USC00212576,99,99,99,    35.9, ,R,21,    21.9, ,R,23,    49.8, ,R,21,    27.9, ,R,21
USC00212645,99,99,99,    38.3, ,S,29,    27.5, ,S,29,    49.2, ,S,29,    21.6, ,S,29
USC00212698,99,99,99,    45.4, ,R,22,    35.4, ,R,22,    55.3, ,R,22,    19.9, ,R,22
USC00212721,99,99,99,    43.8, ,R,19,    32.9, ,R,19,    54.7, ,R,20,    21.8, ,R,19
USC00212737,99,99,99,    45.7, ,R,19,    36.2, ,R,19,    55.3, ,R,19,    19.1, ,R,19
USC00212768,99,99,99,    41.7, ,R,12,    31.7, ,R,12,    51.7, ,R,16,    20.1, ,R,12
USC00212842,99,99,99,    38.1, ,S,28,    26.1, ,S,28,    50.0, ,S,30,    23.9, ,S,28
USC00212881,99,99,99,    44.5, ,S,27,    32.3, ,S,28,    56.8, ,S,27,    24.5, ,S,27
USC00212916,99,99,99,    38.9, ,R,16,    27.3, ,R,19,    50.5, ,R,16,    23.2, ,R,16
USC00213076,99,99,99,    44.5, ,S,26,    35.4, ,S,26,    53.7, ,S,29,    18.3, ,S,26
USC00213104,99,99,99,    42.4, ,S,24,    31.3, ,S,24,    53.4, ,S,24,    22.1, ,S,24
USC00213174,99,99,99,    43.4, ,S,26,    31.0, ,S,26,    55.8, ,S,27,    24.8, ,S,26
USC00213282,99,99,99,    35.7, ,S,27,    28.0, ,S,28,    43.4, ,S,27,    15.4, ,S,27
USC00213290,99,99,99,    42.3, ,S,27,    32.1, ,S,27,    52.5, ,S,29,    20.4, ,S,27
USC00213296,99,99,99,    35.6, ,S,28,    25.3, ,S,28,    46.0, ,S,28,    20.6, ,S,28
USC00213303,99,99,99,    40.2, ,S,30,    27.9, ,S,30,    52.5, ,S,30,    24.6, ,S,30
USC00213311,99,99,99,    44.7, ,R,12,    32.6, ,R,12,    56.8, ,R,14,    24.2, ,R,12
USC00213411,99,99,99,    40.8, ,S,27,    30.7, ,S,27,    50.9, ,S,27,    20.1, ,S,27
USC00213417,99,99,99,    35.2, ,R,22,    23.2, ,S,24,    47.2, ,R,22,    23.9, ,R,22
USC00213455,99,99,99,    39.4, ,R,11,    29.5, ,R,11,    49.3, ,R,13,    19.8, ,R,11
USC00213567,99,99,99,    45.2, ,S,26,    35.1, ,S,26,    55.4, ,S,28,    20.3, ,S,26
USC00213793,99,99,99,    39.9, ,R,16,    28.0, ,R,16,    51.7, ,R,17,    23.7, ,R,16
USC00213962,99,99,99,    45.4, ,R,16,    35.8, ,R,16,    55.0, ,R,16,    19.2, ,R,16
USC00214077,99,99,99,    36.6, ,E, 8,    24.9, ,E, 9,    48.3, ,E, 8,    23.4, ,E, 8
USC00214093,99,99,99,    38.2, ,E,10,    27.4, ,E,10,    49.0, ,E,10,    21.6, ,E,10
USC00214103,99,99,99,    40.4, ,S,25,    29.9, ,S,25,    50.9, ,S,27,    21.0, ,S,25
USC00214106,99,99,99,    38.2, ,S,27,    25.8, ,S,27,    50.6, ,S,27,    24.8, ,S,27
USC00214176,99,99,99,    43.8, ,R,23,    33.8, ,S,25,    53.8, ,R,23,    20.0, ,R,23
USC00214191,99,99,99,    36.2, ,R,17,    23.2, ,R,17,    49.3, ,R,17,    26.1, ,R,17
USC00214373,99,99,99,    42.0, ,R,12,    31.9, ,R,12,    52.2, ,R,12,    20.3, ,R,12
USC00214418,99,99,99,    47.7, ,E, 9,    39.6, ,E, 9,    55.7, ,E, 9,    16.2, ,E, 9
USC00214453,99,99,99,    43.5, ,R,20,    33.0, ,R,20,    54.1, ,R,20,    21.1, ,R,20
USC00214534,99,99,99,    42.5, ,S,27,    32.3, ,S,27,    52.8, ,S,28,    20.6, ,S,27
USC00214546,99,99,99,    43.9, ,S,29,    33.6, ,S,30,    54.2, ,S,29,    20.7, ,S,29
USC00214652,99,99,99,    40.4, ,S,27,    29.1, ,S,29,    51.8, ,S,27,    22.7, ,S,27
USC00214778,99,99,99,    41.8, ,S,25,    31.1, ,S,26,    52.4, ,S,25,    21.3, ,S,25
USC00214793,99,99,99,    45.0, ,R,18,    32.8, ,R,18,    57.1, ,R,19,    24.3, ,R,18
USC00214809,99,99,99,    37.9, ,R,15,    25.7, ,R,17,    50.1, ,R,15,    24.4, ,R,15
USC00214861,99,99,99,    39.4, ,S,27,    28.4, ,S,27,    50.5, ,S,27,    22.1, ,S,27
USC00214884,99,99,99,    45.5, ,S,25,    36.2, ,S,25,    54.8, ,S,25,    18.6, ,S,25
USC00214918,99,99,99,    34.8, ,R,13,    24.5, ,R,13,    45.1, ,R,13,    20.6, ,R,13
USC00214990,99,99,99,    43.1, ,E, 7,    32.0, ,E, 7,    54.2, ,E, 7,    22.2, ,E, 7
USC00214994,99,99,99,    43.5, ,S,25,    33.0, ,S,25,    54.0, ,S,28,    21.0, ,S,25
USC00215012,99,99,99,    40.1, ,R,14,    29.4, ,R,14,    50.8, ,R,14,    21.3, ,R,14
USC00215073,99,99,99,    44.9, ,R,15,    34.2, ,R,15,    55.5, ,R,15,    21.3, ,R,15
USC00215175,99,99,99,    37.8, ,R,11,    26.3, ,R,13,    49.2, ,R,11,    22.9, ,R,11
USC00215204,99,99,99,    44.3, ,S,29,    32.6, ,S,29,    56.0, ,S,30,    23.4, ,S,29
USC00215325,99,99,99,    41.6, ,S,24,    31.0, ,S,25,    52.3, ,S,24,    21.3, ,S,24
USC00215392,99,99,99,    41.3, ,S,24,    30.0, ,S,24,    52.7, ,S,25,    22.7, ,S,24
USC00215400,99,99,99,    46.2, ,S,30,    34.7, ,S,30,    57.7, ,S,30,    23.0, ,S,30
USC00215488,99,99,99,    46.3, ,R,14,    37.0, ,R,18,    55.6, ,R,14,    18.6, ,R,14
USC00215563,99,99,99,    43.1, ,R,20,    31.8, ,R,20,    54.4, ,S,29,    22.6, ,R,20
USC00215586,99,99,99,    42.3, ,R,20,    31.5, ,R,20,    53.0, ,R,20,    21.5, ,R,20
USC00215598,99,99,99,    40.6, ,S,25,    29.4, ,S,28,    51.8, ,S,25,    22.4, ,S,25
USC00215615,99,99,99,    41.8, ,S,27,    30.7, ,S,27,    52.8, ,S,27,    22.1, ,S,27
USC00215638,99,99,99,    42.0, ,S,29,    31.8, ,S,29,    52.3, ,S,30,    20.5, ,S,29
USC00215838,99,99,99,    45.5, ,S,26,    35.2, ,S,26,    55.9, ,S,26,    20.7, ,S,26
USC00215842,99,99,99,    42.4, ,R,17,    31.4, ,R,18,    53.5, ,R,17,    22.1, ,R,17
USC00215887,99,99,99,    46.0, ,R,15,    36.1, ,R,17,    56.0, ,R,15,    19.9, ,R,15
USC00215888,99,99,99,    43.9, ,E, 9,    33.1, ,E, 9,    54.6, ,E, 9,    21.5, ,E, 9
USC00215902,99,99,99,    39.4, ,R,12,    28.9, ,R,15,    49.8, ,R,12,    20.8, ,R,12
USC00215989,99,99,99,    37.1, ,R,11,    25.1, ,R,11,    49.1, ,R,11,    24.0, ,R,11
USC00216152,99,99,99,    42.9, ,R,20,    31.4, ,R,20,    54.5, ,R,22,    23.0, ,R,20
USC00216211,99,99,99,    34.9, ,R,12,    22.1, ,R,13,    47.7, ,R,12,    25.5, ,R,12
USC00216276,99,99,99,    40.2, ,R,20,    29.6, ,R,22,    50.8, ,R,20,    21.1, ,R,20
USC00216287,99,99,99,    44.2, ,S,30,    34.2, ,S,30,    54.2, ,S,30,    20.0, ,S,30
USC00216547,99,99,99,    40.9, ,S,28,    29.9, ,S,29,    51.8, ,S,28,    21.8, ,S,28
USC00216565,99,99,99,    44.1, ,S,29,    33.9, ,S,29,    54.3, ,S,29,    20.5, ,S,29
USC00216612,99,99,99,    39.3, ,R,13,    28.1, ,R,13,    50.5, ,R,13,    22.4, ,R,13
USC00216654,99,99,99,    43.4, ,S,29,    32.1, ,S,29,    54.6, ,S,29,    22.5, ,S,29
USC00216787,99,99,99,    39.8, ,S,25,    29.4, ,S,25,    50.1, ,S,28,    20.8, ,S,25
USC00216795,99,99,99,    38.5, ,R,23,    29.0, ,R,23,    48.1, ,S,25,    19.1, ,R,23
USC00216822,99,99,99,    45.1, ,S,28,    35.3, ,S,28,    54.8, ,S,28,    19.5, ,S,28
USC00216839,99,99,99,    44.3, ,R,12,    33.6, ,R,12,    55.1, ,R,12,    21.4, ,R,12
USC00216920,99,99,99,    41.2, ,R,12,    29.6, ,R,12,    52.9, ,R,12,    23.3, ,R,12
USC00217107,99,99,99,    44.0, ,S,26,    33.5, ,S,28,    54.5, ,S,26,    21.0, ,S,26
USC00217149,99,99,99,    41.6, ,S,26,    31.3, ,S,26,    52.0, ,S,27,    20.7, ,S,26
USC00217184,99,99,99,    44.1, ,S,25,    32.3, ,S,25,    55.9, ,S,27,    23.6, ,S,25
USC00217326,99,99,99,    45.0, ,S,27,    34.8, ,S,29,    55.3, ,S,27,    20.5, ,S,27
USC00217377,99,99,99,    45.3, ,R,14,    35.8, ,R,14,    54.9, ,R,15,    19.1, ,R,14
USC00217379,99,99,99,    45.4, ,R,11,    36.0, ,R,11,    54.8, ,R,11,    18.8, ,R,11
USC00217405,99,99,99,    43.7, ,S,25,    33.3, ,S,25,    54.2, ,S,27,    20.9, ,S,25
USC00217460,99,99,99,    39.9, ,E,16,    29.0, ,E,16,    50.7, ,E,18,    21.7, ,E,16
USC00217502,99,99,99,    43.9, ,S,26,    33.0, ,S,26,    54.8, ,S,28,    21.8, ,S,26
USC00217602,99,99,99,    44.8, ,R,11,    34.4, ,R,11,    55.2, ,R,11,    20.8, ,R,11
USC00217907,99,99,99,    44.0, ,R,23,    33.2, ,R,23,    54.8, ,S,24,    21.6, ,R,23
USC00218037,99,99,99,    48.2, ,R,12,    37.5, ,R,12,    59.0, ,R,13,    21.5, ,R,12
USC00218039,99,99,99,    44.0, ,R,13,    33.6, ,R,13,    54.3, ,R,13,    20.7, ,R,13
USC00218191,99,99,99,    40.7, ,R,14,    29.9, ,R,14,    51.6, ,R,15,    21.6, ,R,14
USC00218227,99,99,99,    44.5, ,R,19,    33.3, ,S,26,    55.8, ,R,19,    22.5, ,R,19
USC00218247,99,99,99,    40.7, ,R,15,    29.4, ,R,17,    51.9, ,R,15,    22.6, ,R,15
USC00218254,99,99,99,    39.8, ,S,25,    27.7, ,S,28,    51.8, ,S,25,    24.0, ,S,25
USC00218311,99,99,99,    36.5, ,S,25,    23.3, ,S,25,    49.7, ,S,25,    26.4, ,S,25
USC00218323,99,99,99,    44.0, ,S,25,    34.1, ,S,26,    53.8, ,S,25,    19.7, ,S,25
USC00218419,99,99,99,    38.7, ,S,27,    29.9, ,S,27,    47.5, ,S,27,    17.6, ,S,27
USC00218421,99,99,99,    38.5, ,R,22,    26.9, ,R,22,    50.1, ,R,22,    23.2, ,R,22
USC00218450,99,99,99,    44.6, ,S,28,    35.4, ,S,28,    53.7, ,S,29,    18.3, ,S,28
USC00218477,99,99,99,    46.6, ,S,25,    37.1, ,S,25,    56.0, ,S,28,    18.9, ,S,25
USC00218579,99,99,99,    39.9, ,R,23,    29.0, ,R,23,    50.9, ,R,23,    21.9, ,R,23
USC00218618,99,99,99,    41.4, ,R,18,    31.0, ,R,18,    51.9, ,R,19,    20.9, ,R,18
USC00218674,99,99,99,    39.1, ,E, 6,    27.6, ,E, 6,    50.6, ,E, 6,    22.9, ,E, 6
USC00218679,99,99,99,    36.0, ,R,21,    24.6, ,R,21,    47.4, ,R,21,    22.8, ,R,21
USC00218692,99,99,99,    44.6, ,S,28,    35.0, ,S,28,    54.1, ,S,30,    19.1, ,S,28
USC00218700,99,99,99,    38.4, ,S,27,    26.1, ,S,27,    50.7, ,S,27,    24.6, ,S,27
USC00218808,99,99,99,    45.4, ,S,24,    35.4, ,S,24,    55.4, ,S,26,    20.0, ,S,24
USC00218907,99,99,99,    43.5, ,S,29,    33.2, ,S,29,    53.7, ,S,29,    20.5, ,S,29
USC00218947,99,99,99,    42.7, ,R,15,    32.4, ,R,16,    53.0, ,R,15,    20.6, ,R,15
USC00218986,99,99,99,    42.3, ,S,27,    30.0, ,S,28,    54.7, ,S,27,    24.8, ,S,27
USC00219001,99,99,99,    42.4, ,E, 8,    32.1, ,E, 8,    52.8, ,E, 9,    20.7, ,E, 8
USC00219004,99,99,99,    43.4, ,R,19,    33.6, ,R,19,    53.3, ,R,19,    19.6, ,R,19
USC00219033,99,99,99,    46.5, ,S,27,    36.0, ,S,29,    57.1, ,S,27,    21.1, ,S,27
USC00219046,99,99,99,    45.4, ,S,29,    35.7, ,S,29,    55.1, ,S,29,    19.4, ,S,29
USC00219067,99,99,99,    48.6, ,R,17,    38.6, ,R,17,    58.6, ,R,17,    20.0, ,R,17
USC00219072,99,99,99,    46.0, ,S,27,    36.1, ,S,27,    55.8, ,S,28,    19.7, ,S,27
